1,388
2,502
3,628
4,634
5,714
6,755
7,739
8,717
9,776
10,771
11,836
12,824
13,874
14,838
15,915
16,870
17,868
18,928
19,875
20,920
21,910
22,942
23,945
24,993
25,1071
26,1026
27,1045
28,1021
29,1084
30,1132
31,1126
32,1090
33,1136
34,1162
35,1205
36,1246
37,1274
38,1316
39,1295
40,1361
41,1343
42,1380
43,1381
44,1600
45,1426
46,1566
47,1580
48,1581
49,1511
50,1686
51,1624
52,1636
53,1683
54,1841
55,1816
56,1790
57,1830
58,1901
59,1995
60,1847
61,2018
62,1873
63,1791
64,1887
65,2073
66,2074
67,2244
68,2227
69,2209
70,2169
71,2123
72,2340
73,2380
74,2334
75,2234
76,2269
77,2395
78,2330
79,2395
80,2523
81,2497
82,2476
83,2572
84,2544
85,2624
86,2619
87,2752
88,2621
89,2768
90,2785
91,2673
92,2915
93,2849
94,2898
95,2803
96,2928
97,3001
98,2920
99,3146
100,3002
101,3019
102,3159
103,3130
104,3175
105,3323
106,3231
107,3110
108,3274
109,3347
110,3522
111,3426
112,3363
113,3391
114,3507
115,3570
116,3746
117,3576
118,3540
119,3584
120,3709
121,3725
122,3748
123,3760
124,3742
125,3958
126,3796
127,4000
128,3836
129,4018
130,4067
131,4301
132,4009
133,4069
134,4043
135,3957
136,4062
137,4231
138,4129
139,4215
140,4361
141,4424
142,4407
143,4336
144,4481
145,4546
146,4441
147,4320
148,4609
149,4472
150,4560
151,4475
152,4564
153,4738
154,4894
155,4800
156,4702
157,4721
158,4904
159,4526
160,4714
161,4946
162,4857
163,5044
164,5220
165,5042
166,5071
167,5068
168,5128
169,5276
170,5106
171,5132
172,5340
173,5247
174,5226
175,5306
176,5028
177,5234
178,5271
179,5500
180,5518
181,5431
182,5516
183,5641
184,5582
185,5709
186,5423
187,5570
188,5557
189,5791
190,5592
191,5796
192,5542
193,5877
194,5962
195,5768
196,5784
197,5814
198,5887
199,5943
200,6142
201,6142
202,6011
203,6094
204,6142
205,6400
206,6405
207,6082
208,6366
209,6518
210,6593
211,6281
212,6279
213,6356
214,6567
215,6597
216,6630
217,6364
218,6499
219,6869
220,6590
221,6857
222,6820
223,6616
224,6819
225,6649
226,6740
227,6999
228,6792
229,6937
230,7045
231,7002
232,7079
233,7089
234,7062
235,7201
236,7173
237,7164
238,7276
239,7336
240,7122
241,7122
242,7304
243,7284
244,7129
245,7697
246,7336
247,7431
248,7543
249,7729
250,7574
251,7568
252,7569
253,7483
254,8025
255,7577
256,7758
257,7828
258,7521
259,7551
260,7991
261,7765
262,7925
263,8111
264,7855
265,8400
266,8112
267,8186
268,7992
269,8182
270,8256
271,8146
272,7751
273,8239
274,8564
275,8546
276,8330
277,8479
278,8600
279,8454
280,8875
281,8308
282,8757
283,8590
284,8483
285,8508
286,8608
287,8769
288,8849
289,8883
290,8928
291,8527
292,8617
293,8860
294,8794
295,8979
296,8721
297,9189
298,8727
299,8763
300,9128
301,9010
302,8961
303,9240
304,9115
305,9168
306,9506
307,9397
308,9074
309,9548
310,9675
311,9402
312,9347
313,9259
314,9533
315,9554
316,9389
317,9540
318,9591
319,9604
320,9860
321,9980
322,9743
323,9977
324,9829
325,9628
326,9940
327,9572
328,9982
329,9991
330,9692
331,9644
332,9912
333,9949
334,9881
335,9710
336,10085
337,9976
338,10194
339,10073
340,10194
341,10099
342,10096
343,10396
344,10638
345,10368
346,10392
347,10254
348,10421
349,10587
350,10342
351,10544
352,10551
353,10586
354,10680
355,10707
356,10802
357,11069
358,10983
359,10731
360,11099
361,11039
362,11150
363,10859
364,11018
365,11003
366,10585
367,11327
368,10999
369,11088
370,11103
371,11199
372,11385
373,11160
374,11368
375,11194
376,11126
377,11450
378,11593
379,11445
380,11628
381,11571
382,11815
383,11409
384,11328
385,11585
386,11593
387,11751
388,11621
389,11855
390,11516
391,11643
392,11901
393,11781
394,11932
395,12020
396,11821
397,11894
398,11803
399,12119
400,11923
401,11906
402,12248
403,12072
404,12164
405,12236
406,12415
407,12103
408,12073
409,12340
410,12325
411,12006
412,12292
413,12467
414,12371
415,12095
416,12626
417,12658
418,12639
419,12381
420,12864
421,12773
422,12601
423,12949
424,12928
425,12765
426,12740
427,12529
428,12855
429,12772
430,13086
431,12782
432,12948
433,13247
434,13030
435,12996
436,13390
437,12737
438,13098
439,13223
440,13413
441,13181
442,13539
443,13381
444,13225
445,13215
446,13402
447,13674
448,13505
449,13206
450,13737
451,13490
452,13453
453,13806
454,13980
455,13638
456,13617
457,13681
458,13688
459,14164
460,13989
461,13799
462,13791
463,13860
464,14006
465,13947
466,13997
467,13963
468,13983
469,14295
470,14199
471,14501
472,14351
473,14140
474,14197
475,14374
476,13874
477,14531
478,13997
479,14315
480,14171
481,14233
482,14666
483,14578
484,14356
485,14729
486,14466
487,15001
488,14562
489,14636
490,14578
491,15090
492,15021
493,14703
494,14930
495,14875
496,14977
497,14615
498,14921
499,14966
500,15079
501,14977
